#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718757.1         -            322 7934at5820           -            173  5.5e-121  399.3  12.4   1   2  1.4e-117  1.9e-115  381.2   8.0     1   173    26   205    26   205 0.98 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719290.1         -            706 7934at5820           -            173   0.00013   20.4   2.5   1   2   1.1e-05    0.0015   17.0   0.8    66   168   128   233    80   239 0.73 | transcript=PVPAM_060029700_t1 | gene=PVPAM_060029700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 70, putative | transcript_product=WD repeat-containing protein 70, putative | location=CASCJQ010000006:1015798-1017918(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719290.1         -            706 7934at5820           -            173   0.00013   20.4   2.5   2   2      0.29        40    2.6   0.0    40    82   294   338   287   366 0.70 | transcript=PVPAM_060029700_t1 | gene=PVPAM_060029700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 70, putative | transcript_product=WD repeat-containing protein 70, putative | location=CASCJQ010000006:1015798-1017918(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721426.1         -            533 7934at5820           -            173   0.00014   20.3   3.7   1   2      0.35        48    2.3   0.2    59   111   204   260   183   275 0.52 | transcript=PVPAM_110033200_t1 | gene=PVPAM_110033200 | organism=Plasmodium_vivax_PAM | gene_product=cleavage stimulation factor subunit 1, putative | transcript_product=cleavage stimulation factor subunit 1, putative | location=CASCJQ010000011:1203603-1205204(-) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721426.1         -            533 7934at5820           -            173   0.00014   20.3   3.7   2   2   5.7e-06   0.00079   17.9   0.4    35   113   336   416   312   432 0.84 | transcript=PVPAM_110033200_t1 | gene=PVPAM_110033200 | organism=Plasmodium_vivax_PAM | gene_product=cleavage stimulation factor subunit 1, putative | transcript_product=cleavage stimulation factor subunit 1, putative | location=CASCJQ010000011:1203603-1205204(-) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 7934at5820           -            173   0.00086   17.7   0.4   1   2   3.2e-05    0.0044   15.4   0.1    78   157    68   157    45   163 0.74 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 7934at5820           -            173   0.00086   17.7   0.4   2   2         4   5.5e+02   -1.2   0.0    24    75   245   296   229   322 0.62 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 7934at5820           -            173     0.002   16.5   5.0   1   3      0.12        17    3.8   0.1    86   157    68   139    52   156 0.73 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 7934at5820           -            173     0.002   16.5   5.0   2   3       1.1   1.5e+02    0.6   0.1   131   157   271   297   229   315 0.69 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 7934at5820           -            173     0.002   16.5   5.0   3   3   0.00034     0.047   12.1   0.1    58   113   434   488   388   502 0.87 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719661.1         -            846 7934at5820           -            173    0.0021   16.5   2.3   1   2       1.5     2e+02    0.3   0.0   119   143   645   669   589   679 0.67 | transcript=PVPAM_070027500_t1 | gene=PVPAM_070027500 | organism=Plasmodium_vivax_PAM | gene_product=dynein intermediate chain, putative | transcript_product=dynein intermediate chain, putative | location=CASCJQ010000007:984477-988108(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719661.1         -            846 7934at5820           -            173    0.0021   16.5   2.3   2   2   6.9e-05    0.0095   14.3   0.3    75   162   685   774   665   781 0.73 | transcript=PVPAM_070027500_t1 | gene=PVPAM_070027500 | organism=Plasmodium_vivax_PAM | gene_product=dynein intermediate chain, putative | transcript_product=dynein intermediate chain, putative | location=CASCJQ010000007:984477-988108(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 7934at5820           -            173    0.0031   15.9   0.0   1   1     6e-05    0.0083   14.5   0.0    82   123  2834  2875  2790  2890 0.69 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719937.1         -           2726 7934at5820           -            173    0.0033   15.8   0.1   1   2      0.51        70    1.7   0.0    58   107   236   285   221   302 0.81 | transcript=PVPAM_080016000_t1 | gene=PVPAM_080016000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000008:541307-549679(-) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719937.1         -           2726 7934at5820           -            173    0.0033   15.8   0.1   2   2    0.0014      0.19   10.1   0.0    57   114  2608  2666  2603  2676 0.90 | transcript=PVPAM_080016000_t1 | gene=PVPAM_080016000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000008:541307-549679(-) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721552.1         -            361 7934at5820           -            173     0.016   13.6   0.2   1   1   0.00022     0.031   12.7   0.2    57   113   207   265   184   300 0.81 | transcript=PVPAM_110045700_t1 | gene=PVPAM_110045700 | organism=Plasmodium_vivax_PAM | gene_product=diphthine methyltransferase, putative | transcript_product=diphthine methyltransferase, putative | location=CASCJQ010000011:1691106-1693660(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 7934at5820           -            173     0.019   13.4   1.1   1   1   0.00048     0.066   11.6   0.2    37    96  1714  1772  1698  1792 0.64 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7934at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7934at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7934at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:20 2026
# [ok]
