#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_089225.1-p1      -            324 8053at5820           -            274  5.5e-157  519.5   9.9   1   1  1.4e-158  1.9e-156  517.7   9.9     1   274    21   324    21   324 0.94 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096225.1-p1      -            644 8053at5820           -            274   0.00053   17.8   3.0   1   2   5.4e-05    0.0074   14.0   0.1    64   128   314   378   289   390 0.80 | transcript=PVX_096225.1 | gene=PVX_096225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:680616-682550(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096225.1-p1      -            644 8053at5820           -            274   0.00053   17.8   3.0   2   2      0.07       9.7    3.8   0.0   228   261   413   446   385   457 0.73 | transcript=PVX_096225.1 | gene=PVX_096225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:680616-682550(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083500.1-p1      -            466 8053at5820           -            274   0.00069   17.4   3.2   1   4   2.7e-05    0.0037   15.0   0.0   197   270    66   139    63   143 0.79 | transcript=PVX_083500.1 | gene=PVX_083500 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:71032-73869(-) | protein_length=466 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083500.1-p1      -            466 8053at5820           -            274   0.00069   17.4   3.2   2   4      0.98   1.4e+02    0.0   0.0    24    48   170   194   150   221 0.75 | transcript=PVX_083500.1 | gene=PVX_083500 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:71032-73869(-) | protein_length=466 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083500.1-p1      -            466 8053at5820           -            274   0.00069   17.4   3.2   3   4       2.3   3.1e+02   -1.2   0.0    10    54   239   281   230   327 0.72 | transcript=PVX_083500.1 | gene=PVX_083500 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:71032-73869(-) | protein_length=466 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083500.1-p1      -            466 8053at5820           -            274   0.00069   17.4   3.2   4   4       7.9   1.1e+03   -2.9   0.0    85   101   343   359   322   365 0.81 | transcript=PVX_083500.1 | gene=PVX_083500 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:71032-73869(-) | protein_length=466 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123965.1-p1      -            643 8053at5820           -            274   0.00072   17.3  13.8   1   1   0.00051     0.071   10.8  13.8    56   267   372   571   368   577 0.71 | transcript=PVX_123965.1 | gene=PVX_123965 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:1932493-1934424(+) | protein_length=643 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114625.1-p1      -            513 8053at5820           -            274    0.0022   15.7   9.0   1   3     0.007      0.97    7.1   1.6    82   242   213   389   192   396 0.63 | transcript=PVX_114625.1 | gene=PVX_114625 | organism=Plasmodium_vivax_Sal-1 | gene_product=microtubule-associated protein ytm1 homologue, putative | transcript_product=microtubule-associated protein ytm1 homologue, putative | location=Pv_Sal1_chr11:759675-761216(-) | protein_length=513 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114625.1-p1      -            513 8053at5820           -            274    0.0022   15.7   9.0   2   3    0.0018      0.25    9.0   0.1   102   128   395   421   390   451 0.79 | transcript=PVX_114625.1 | gene=PVX_114625 | organism=Plasmodium_vivax_Sal-1 | gene_product=microtubule-associated protein ytm1 homologue, putative | transcript_product=microtubule-associated protein ytm1 homologue, putative | location=Pv_Sal1_chr11:759675-761216(-) | protein_length=513 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114625.1-p1      -            513 8053at5820           -            274    0.0022   15.7   9.0   3   3     0.078        11    3.6   0.1    13    81   438   507   423   510 0.71 | transcript=PVX_114625.1 | gene=PVX_114625 | organism=Plasmodium_vivax_Sal-1 | gene_product=microtubule-associated protein ytm1 homologue, putative | transcript_product=microtubule-associated protein ytm1 homologue, putative | location=Pv_Sal1_chr11:759675-761216(-) | protein_length=513 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115195.1-p1      -            378 8053at5820           -            274    0.0042   14.8   1.2   1   2     3e-05    0.0042   14.8   1.2    49   133    12    96     4   106 0.88 | transcript=PVX_115195.1 | gene=PVX_115195 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:237519-238655(-) | protein_length=378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115195.1-p1      -            378 8053at5820           -            274    0.0042   14.8   1.2   2   2         1   1.4e+02   -0.0   1.2    60   126   246   315   203   334 0.60 | transcript=PVX_115195.1 | gene=PVX_115195 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:237519-238655(-) | protein_length=378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124165.1-p1      -            445 8053at5820           -            274    0.0048   14.6   0.5   1   2     0.027       3.7    5.2   0.1    81   126   100   146    61   152 0.83 | transcript=PVX_124165.1 | gene=PVX_124165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2103618-2104955(-) | protein_length=445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124165.1-p1      -            445 8053at5820           -            274    0.0048   14.6   0.5   2   2    0.0057      0.79    7.4   0.0    51    93   308   350   288   361 0.56 | transcript=PVX_124165.1 | gene=PVX_124165 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2103618-2104955(-) | protein_length=445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083250.1-p1      -            363 8053at5820           -            274      0.01   13.5   4.6   1   2   0.00019     0.026   12.2   2.5    81   144    93   160    82   294 0.68 | transcript=PVX_083250.1 | gene=PVX_083250 | organism=Plasmodium_vivax_Sal-1 | gene_product=G-beta repeat protein, putative | transcript_product=G-beta repeat protein, putative | location=Pv_Sal1_chr12:280598-282743(+) | protein_length=363 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083250.1-p1      -            363 8053at5820           -            274      0.01   13.5   4.6   2   2      0.85   1.2e+02    0.2   0.2    62    88   223   249   184   359 0.54 | transcript=PVX_083250.1 | gene=PVX_083250 | organism=Plasmodium_vivax_Sal-1 | gene_product=G-beta repeat protein, putative | transcript_product=G-beta repeat protein, putative | location=Pv_Sal1_chr12:280598-282743(+) | protein_length=363 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8053at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8053at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8053at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:49 2026
# [ok]
