run_accession	fastq_ftp	fastq_bytes	fastq_md5
ERR337619	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337619/ERR337619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337619/ERR337619_2.fastq.gz	1594962691;1645795177	ed627796ced15a23d742ce58c5c12a6a;592cd92967bfdd6bfac5a9cc3be464a9
ERR337614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337614/ERR337614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337614/ERR337614_2.fastq.gz	1158956918;1201338968	8bd43d04843c11e4ff135bc697fd501a;55a0b5c57c60a04389ab634368986da6
ERR337617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337617/ERR337617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337617/ERR337617_2.fastq.gz	2043732483;2133252645	209322300d23d482a0248a8984917387;6068f653c53e96010fff1e353017bc7f
ERR337623	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337623/ERR337623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337623/ERR337623_2.fastq.gz	1430322159;1474247003	9e1309b7685ac772c779259bab8b07cb;9cd92a70939c81f33d9bcb7178503d79
ERR337624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337624/ERR337624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337624/ERR337624_2.fastq.gz	933442139;962014341	adb166d25c75bb14d8d827442e5835e3;f9a488da3c5be68c412761671fc07194
ERR337625	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337625/ERR337625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337625/ERR337625_2.fastq.gz	977461525;1009079806	29bb1fdeb688912b1af19b36258e4e7c;2e72c2c52346017b295bbcf966e8f5dd
ERR337626	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337626/ERR337626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337626/ERR337626_2.fastq.gz	2060028251;2123889597	b0e96e59873aff1c6307a59d95c8637f;41d3dbf5da88b722e35ff16abb4a3e0f
ERR337628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337628/ERR337628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337628/ERR337628_2.fastq.gz	1643213114;1698951275	d4d9dd82b74a461da6afa724a591ca52;9fde9302d17ab651bacc22a13483b114
ERR386535	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386535/ERR386535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386535/ERR386535_2.fastq.gz	161005103;166157230	5c3d7eef04c916f1e79325d13c38df94;db6c1872a2dfad03aae67f61ef5aee8a
ERR337627	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337627/ERR337627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337627/ERR337627_2.fastq.gz	1179818842;1214637587	e1e46aa442cc2da13c988821e7f6d84a;d6a0d57da597267339a4735446d2f9cc
ERR386534	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386534/ERR386534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386534/ERR386534_2.fastq.gz	152229272;157435514	70fc42610db86435cd633d6ce8dfcf47;1a3fab883c7e1e1fddb146159c85287a
ERR386537	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386537/ERR386537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386537/ERR386537_2.fastq.gz	205792217;212102921	db5347fe2ba333b79a9962f581507420;d6c6f8ab39fcbc5bf485d0135d0e0da7
ERR386532	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386532/ERR386532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386532/ERR386532_2.fastq.gz	114220868;117952796	994e85b633125b5ed8b7bf8a801db1e7;2ef65ffb9e295212193b9458d2de72b1
ERR386533	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386533/ERR386533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386533/ERR386533_2.fastq.gz	183920269;190182556	a69b41998cd9bb4f7959fd85795afce0;2b941fdca98aa7fa74343232b6276006
ERR386536	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386536/ERR386536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386536/ERR386536_2.fastq.gz	738227977;761004244	eb6f91a485a2f52077167f5604f40f9c;f2c8276f048f39d181d8f91fb51f3be9
ERR386538	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386538/ERR386538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386538/ERR386538_2.fastq.gz	304713973;313557959	1e4a46f248bccf1bdbb8bd1b6d302070;612685426173027c37c28f94aa5d4b4d
ERR386539	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386539/ERR386539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386539/ERR386539_2.fastq.gz	161640515;166706298	1582eefe4d569eaa9909bc873c9415f7;6b075dba9853135d86e750bf32c91ba2
ERR386540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386540/ERR386540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386540/ERR386540_2.fastq.gz	102778103;105884714	cfa62dc808390fe68df3cf8c97242985;22fbcf91ce2f6755cc7fdd4580415d63
ERR386541	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386541/ERR386541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386541/ERR386541_2.fastq.gz	306290941;315214835	6a2327e14a019ba6e8f2ce66b3abe1f9;9896f6c4f0d8d61edb38c47f6c0de8d4
ERR386544	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386544/ERR386544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386544/ERR386544_2.fastq.gz	119913126;123516581	3ce0b33667ce91342f358f9004577d1f;79b9d13fb8107528554480fc9c7a35c2
ERR386543	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386543/ERR386543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386543/ERR386543_2.fastq.gz	167110712;172020391	5df1d016fd7e585488f539bb6b7cb1f8;40dd86455de68094acdbf2692ff8f7a3
ERR386545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386545/ERR386545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386545/ERR386545_2.fastq.gz	123464167;127191231	1642440ab544a1a3fbcda710bdf00b9a;dcdefa03dba6f9197111573267da2b80
ERR386542	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386542/ERR386542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386542/ERR386542_2.fastq.gz	181154388;186474408	062081fde1069dbcbfbb74cd1f315fd9;30baf4b9c39c27e363a2d66ce7dd6d45
ERR426015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR426/ERR426015/ERR426015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR426/ERR426015/ERR426015_2.fastq.gz	1279083675;1329209166	cfce4181f2416bf006f6149dd606eaeb;af3a3a3adf9886b99932a35b4fd7e023
ERR386547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386547/ERR386547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386547/ERR386547_2.fastq.gz	97425579;100248806	a479fc4b3657816f6f7da15667cd6235;9521df7367abc9f6898f782d72a38d27
ERR484716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484716/ERR484716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484716/ERR484716_2.fastq.gz	13299106;13964972	bd2e89c57b0a1d0239382169bac5f293;484237fb15bf2368bea3c0706fb4e09e
ERR386546	ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386546/ERR386546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR386/ERR386546/ERR386546_2.fastq.gz	273377754;280951202	c74fb3d03370b3633af12842a5f19628;b0e122a13859949bae207b383833f9b0
ERR484715	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484715/ERR484715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484715/ERR484715_2.fastq.gz	13345164;13922548	fd52cb2d9cbb701bccc40b527e2f579f;8511b4e92375a10eadf2bb932f345a66
ERR484717	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484717/ERR484717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484717/ERR484717_2.fastq.gz	21169193;22271247	0983589598a95d441f4c06cf4cbdc73a;a9565715354ff008de3ff250e5fd3d6c
ERR484718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484718/ERR484718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484718/ERR484718_2.fastq.gz	13719105;14340805	537ab3b930bf9e868ad0fe96c6bcd96e;788d9d8733824346f4a7d30dcb06a469
ERR484720	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484720/ERR484720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484720/ERR484720_2.fastq.gz	12366703;12876380	b508591529f9bef3eeb4dd8fd1c09246;3c53d9ab7b247769647df0c991969033
ERR484723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484723/ERR484723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484723/ERR484723_2.fastq.gz	14283311;14857342	0e3cd458ee9ebe3b86ce57ac7e4a2449;03dc2a1102e0ba67ca885d1e80788ee6
ERR484725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484725/ERR484725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484725/ERR484725_2.fastq.gz	13209162;13819479	80d217fb4ed057cf34cd32f01ff8e87f;68281736a38a61be74531bd07ee9a13a
ERR484727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484727/ERR484727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484727/ERR484727_2.fastq.gz	13718272;14304496	dd037a40ab45ccec3b9a8efaf51b9ece;e7823a182f3d89f12491d55c06199f4e
ERR484730	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484730/ERR484730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484730/ERR484730_2.fastq.gz	14103253;14641286	89461b9a1f3486d5b44fdf82f6b4003f;1584cecf62e0ce501d8c0862a2e07c74
ERR484729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484729/ERR484729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484729/ERR484729_2.fastq.gz	12377760;12843487	792fb11a331c8c2170c7a3f1d563aeee;c1a6fde9c3e6218ac6c63510cf2ef27b
ERR484721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484721/ERR484721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484721/ERR484721_2.fastq.gz	14161006;14735617	411bea9adf84d8f782b87bbaf388c3b2;895d6e92a0853657fe7e365ae369c895
ERR484722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484722/ERR484722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484722/ERR484722_2.fastq.gz	15837206;16544293	955d700e5e6e8b8a8e6a45b7eeb6454b;73e7ea5e5365a023728271d395ef949a
ERR484724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484724/ERR484724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484724/ERR484724_2.fastq.gz	13226134;13754001	80f670ff3ede9840551b12f252c1813e;b9481e4ec3bb33a2fce323a47be0e3bb
ERR484726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484726/ERR484726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484726/ERR484726_2.fastq.gz	21058046;22100027	8dcc24a6ee7ae27b583829c8af6c61e0;1625dd90b713b5a8e3c1307ad4a7c404
ERR484731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484731/ERR484731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484731/ERR484731_2.fastq.gz	15745291;16396249	03c9650546185dc86c00fdbe715bd4df;c7e4c9fbd32d6b5acd2e494e7de0e6f0
ERR484732	ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484732/ERR484732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/ERR484732/ERR484732_2.fastq.gz	14209689;14749238	b0740ea48207f84609407761627f6b4b;ca15fd7b8214692eb2688670a0a882f9
ERR490256	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490256/ERR490256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490256/ERR490256_2.fastq.gz	7888488;7990939	898f3e47ee9655ea8b2051ae560b2937;bf549882c15420491ec934fc2e6af004
ERR490261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490261/ERR490261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490261/ERR490261_2.fastq.gz	7977844;8045903	9241181ba6af16157466772159697e2f;9cd1a3a9cd9de56977243275864e93f3
ERR490258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490258/ERR490258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490258/ERR490258_2.fastq.gz	13101022;13361875	cf4dde2e55f6e6c8b0b6ab1d02af1fd0;9a440ad92eb15d2bdba37d2042485916
ERR490266	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490266/ERR490266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490266/ERR490266_2.fastq.gz	37629048;38294209	fffa299ba9fcfdbc186a188e8262836a;84e1419ed3b8519921d04dc81f09b984
ERR490259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490259/ERR490259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490259/ERR490259_2.fastq.gz	8365788;8476809	ec3e851f264e7acf96d1cd6ea103edb5;656b7c50c47cea21675da9a20857cd19
ERR490264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490264/ERR490264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490264/ERR490264_2.fastq.gz	8640373;8716383	a8136ecff6c7161a65f91210b3c27434;24e7e2aa17660f8a95927645f914f0e9
ERR490257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490257/ERR490257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490257/ERR490257_2.fastq.gz	8225108;8371176	3fadb3022ef444bbcfcb3afd17ba7619;de6a0de83890915398e4a8226978180d
ERR490263	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490263/ERR490263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490263/ERR490263_2.fastq.gz	10368250;10507919	18529a800e08a141bb2a8b3c4d206e3b;378e8ee9e78fdb51d86cad70866ad3bd
ERR490262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490262/ERR490262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490262/ERR490262_2.fastq.gz	9033850;9109189	b3c8a3ace9e3094c643730fb7b9d84e5;821955c714a95462a8f57a712103c1ff
ERR490265	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490265/ERR490265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490265/ERR490265_2.fastq.gz	13893566;14081969	bef7b214e7ab8b27c4a425e4179d5271;59cdfdde5409f484a9803c0543174c04
ERR490268	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490268/ERR490268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490268/ERR490268_2.fastq.gz	55308231;56075190	6ea586c27c4615895bbf3dd159080cb1;1c4973c79fd49313ad7443ba06362580
ERR490267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490267/ERR490267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490267/ERR490267_2.fastq.gz	61897415;62919308	bcf94cb723ca4266b5a2871e648e6832;50dac54586324c2281ceb1dedbe353de
ERR490269	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490269/ERR490269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490269/ERR490269_2.fastq.gz	69461742;70739105	ce30ad5a425935facc30cb59978e6d43;212afa22c91844b7f8495e76273d1c68
ERR490271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490271/ERR490271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490271/ERR490271_2.fastq.gz	48665428;49446720	b26c158797168d48c810eff6653cdee7;5e0a7f9280e9164bdae44f70c3b35d20
ERR490276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490276/ERR490276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490276/ERR490276_2.fastq.gz	56801875;57782875	b8e183a0ec521f87ae16776b3e9b2a4f;4bfeb0539fa4d0345c0c5eead2d0e911
ERR490272	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490272/ERR490272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490272/ERR490272_2.fastq.gz	86844168;88115282	ada76e1f1cfe7d6ff5d6d35530e2ae5c;2bc13edc27a025aa3577e304d35f53c8
ERR490273	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490273/ERR490273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490273/ERR490273_2.fastq.gz	49132602;49802833	2749f25c36414deafc6245fac8af7206;575017eba8dc319131c9a357524b67c6
ERR490350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490350/ERR490350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490350/ERR490350_2.fastq.gz	1844032661;1921728014	587c3044cc2678d31380e9cb863b5f14;fb6727f8dab0891aff84537724bfa93f
ERR490270	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490270/ERR490270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490270/ERR490270_2.fastq.gz	85672683;87083839	89f7c0ee8e0b7f0c269e100dcc859bdf;d8406fb2691bd45c42ce210d381eed4c
ERR490274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490274/ERR490274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490274/ERR490274_2.fastq.gz	33053652;33578738	8e3c43a4c51d87505d8d231bc88ad704;43a09a8b237acb2d4441dba4eda301e8
ERR490278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490278/ERR490278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490278/ERR490278_2.fastq.gz	14689079;14990958	437d39514f4bb50f8b56ebfa58ad5e7f;1ce0e3f231969baccc8aba86d1b848da
ERR490277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490277/ERR490277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR490/ERR490277/ERR490277_2.fastq.gz	10693358;10947290	e36162f434a934f4b8e85fa71c63c30b;75866bb8c2a768c9d4e9f13beea54f8a
ERR527338	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527338/ERR527338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527338/ERR527338_2.fastq.gz	904798043;929092953	11061cb68c4c8cd8572ef253cc3e752d;2b1dec718a6b34db0bf1857e66aa968e
ERR527337	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527337/ERR527337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527337/ERR527337_2.fastq.gz	1104418933;1138382803	21ba437155f04cbe551de27df385428b;1052f355a3017039603c19abf130e9f6
ERR527339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527339/ERR527339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527339/ERR527339_2.fastq.gz	505419673;521283568	642585e19cd4bbd1ff32cbfdec19df0e;5b3a415688a84a4a630d60806b34c579
ERR527343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527343/ERR527343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527343/ERR527343_2.fastq.gz	584009233;600479394	059be0a876172e61935c9488370076f0;177124b0e8a7f0d05cbe0407ab327ff8
ERR527344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527344/ERR527344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527344/ERR527344_2.fastq.gz	1203022195;1233643643	570ff4703925928f2a07cb13b9622e5e;a5d8e2a99d5d2ec7d58b5cc0f42c5c03
ERR527342	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527342/ERR527342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527342/ERR527342_2.fastq.gz	995412238;1026651848	c64106eb246d3085e000453aeb295ce7;805b15e12322ecd3668c6dabbbd139c3
ERR527341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527341/ERR527341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527341/ERR527341_2.fastq.gz	1037034043;1068537164	5c87ab757a94c2498c73e82f738990e4;f6698787a5f0c5a517f57292aeb46ab4
ERR527346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527346/ERR527346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527346/ERR527346_2.fastq.gz	1244542535;1280853705	91a2ce5e25c3aad7cf9b0c6aa54b4c3a;c6c3903a956b73e9d0983ddfb6993040
ERR527340	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527340/ERR527340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527340/ERR527340_2.fastq.gz	1198442924;1231680507	e0e45c7ea0845bf3b26f24873b49e1b4;efdd17ddf7a38cf74a5facc7a63111d4
ERR527348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527348/ERR527348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527348/ERR527348_2.fastq.gz	463720467;475883315	22fd1d92815f5f16c07d537c6c62b8eb;09a063d5712b02c234d097d7172c7d27
ERR527345	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527345/ERR527345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527345/ERR527345_2.fastq.gz	1118530158;1150143146	74d1dde1c0198b368eb01fba9bf25735;6789647aa0aac115d335d0f8e4ab2f4e
ERR527347	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527347/ERR527347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527347/ERR527347_2.fastq.gz	769784222;790184995	7d32f9bab4026fead6c967c47b777ee2;7581dcf62af5813201ac58394d2c1d84
ERR527350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527350/ERR527350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527350/ERR527350_2.fastq.gz	918967625;950708544	87363aee1f7e41adf94afa99c1f6449b;45e8ba3b1ddb19f3af7aa1155ba176a8
ERR527351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527351/ERR527351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527351/ERR527351_2.fastq.gz	1065754676;1104043712	ce180ef715607f30dab23e7a17629fcc;df01268433cea9adc7a9ebc2bd2fc87e
ERR527352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527352/ERR527352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527352/ERR527352_2.fastq.gz	1158194371;1194932989	240a8878a8ce7422ebb81cfa2ddda898;b5224296b9661187951bf9781ce18874
ERR527355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527355/ERR527355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527355/ERR527355_2.fastq.gz	1105111055;1141936924	697f7ceadd6b7f8a500382cfbbc2ed3f;60d4b36ed85b10b5caede682941987e9
ERR527364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527364/ERR527364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527364/ERR527364_2.fastq.gz	884611001;909721360	1a43f7b12e66d0d6e675b8f2c955b4f8;487299a42775fc3770039223766c3d28
ERR527362	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527362/ERR527362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527362/ERR527362_2.fastq.gz	1099921024;1139330508	ac54f2c2d946c1b1adaa820c180cc6c3;cd39fa707460b5d14b73ec4c9c46a9cc
ERR527353	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527353/ERR527353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527353/ERR527353_2.fastq.gz	1193651176;1232441884	339a4012dae1f0b1ddfa65693f14629a;151c39c780b601985bae96df30aed6c8
ERR527366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527366/ERR527366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527366/ERR527366_2.fastq.gz	1300943047;1337401414	bc2bbea9434fdcf59537b12cc12bb9ce;eb9d2d782a5c6316eb10262b774f478f
ERR527365	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527365/ERR527365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527365/ERR527365_2.fastq.gz	1136504131;1166128222	7ad4e8e072a50e0596262b67acc2ac7e;06bc6a423e0de8fc5573b73abbd0ef8c
ERR527358	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527358/ERR527358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527358/ERR527358_2.fastq.gz	872096147;901695285	441dc5b5e934eeb8d268af5e778063c9;a0ba8cf618ef43b2b4d1f65659cf3612
