Sample	Study	Site	First-level administrative division	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
SGH_1_357	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679000	SGH_1_357	AF	89.87	True	Analysis_set	False
SGH_1_358	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679009	SGH_1_358	AF	88.36	True	Analysis_set	False
SGH_1_359	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679010	SGH_1_359	AF	91.24	True	Analysis_set	False
SGH_1_360	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679011	SGH_1_360	AF	19.74	False	Less_than_50pc_callable	False
SGH_1_361	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679001	SGH_1_361	AF	74.48	True	Analysis_set	False
SGH_2_103	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679002	SGH_2_103	AF	89.46	True	Analysis_set	False
SGH_2_108	X0009-PV-ET-LO	Jimma	Ethiopia: Oromia	Ethiopia	7.6833306	36.8513179	2016	ERR2679012	SGH_2_108	AF	88.1	True	Analysis_set	False
Salvador_1	X0001-PV-MULTI-HUPALO2016	El Salvador	El Salvador	El Salvador	13.47	-89.18	1971	SRR575089	QH0001-CW,Salvador_1	LAM	80.42	True	Analysis_set	False
Thailand_Pakchong_460	X0001-PV-MULTI-HUPALO2016	Pakchong	Thailand: Nakhon Ratchasima	Thailand	14.6	101.4	1971	SRR1562613,SRR1564621,SRR1565015	Thailand_Pakchong_460	ESEA	66.22	True	Analysis_set	False
Thailand_VKBT_100	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2013	SRR1564596,SRR1564979,SRR1568148	Thailand_VKBT_100	WSEA	82.42	True	Analysis_set	False
Thailand_VKBT_101	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2013	SRR1564585,SRR1565101,SRR1568209	Thailand_VKBT_101	WSEA	80.31	True	Analysis_set	False
Thailand_VKBT_58	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1562845,SRR1564610,SRR1564980	Thailand_VKBT_58	WSEA	77.74	True	Analysis_set	False
Thailand_VKBT_71	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1562962,SRR1564548,SRR1565016	Thailand_VKBT_71	WSEA	81.62	True	Analysis_set	False
Thailand_VKBT_72	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1564668,SRR1565090,SRR1568161	Thailand_VKBT_72	WSEA	79.0	True	Analysis_set	False
Thailand_VKBT_73	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1562970,SRR1564702,SRR1564954	Thailand_VKBT_73	WSEA	75.39	True	Analysis_set	False
Thailand_VKBT_75	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1562616,SRR1564930,SRR1568014	Thailand_VKBT_75	WSEA	78.67	True	Analysis_set	False
Thailand_VKBT_94	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1564687,SRR1565029,SRR1568152	Thailand_VKBT_94	WSEA	78.51	True	Analysis_set	False
Thailand_VKBT_95	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1564688,SRR1565064,SRR1568109	Thailand_VKBT_95	WSEA	79.96	True	Analysis_set	False
Thailand_VKBT_98	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2013	SRR1564671,SRR1565040,SRR1568103	Thailand_VKBT_98	WSEA	80.06	True	Analysis_set	False
Thailand_VKBT_99	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2013	SRR1564657,SRR1565115,SRR1568229	Thailand_VKBT_99	WSEA	80.95	True	Analysis_set	False
Thailand_VKPR_11	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2013	SRR1562974,SRR1565126,SRR1567959	Thailand_VKPR_11	WSEA	81.87	True	Analysis_set	False
Thailand_VKTS_36	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1564565,SRR1565004,SRR1568186	Thailand_VKTS_36	WSEA	80.52	True	Analysis_set	False
Thailand_VKTS_37	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1564919,SRR1567992,SRR1568154	Thailand_VKTS_37	WSEA	78.1	True	Analysis_set	False
Thailand_VKTS_38	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1562671,SRR1564597,SRR1565053	Thailand_VKTS_38	WSEA	77.61	True	Analysis_set	False
Thailand_VKTS_39	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1565065,SRR1568038,SRR1568208	Thailand_VKTS_39	WSEA	80.52	True	Analysis_set	False
Thailand_VKTS_45	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1564703,SRR1565078,SRR1568180	Thailand_VKTS_45	WSEA	83.15	True	Analysis_set	False
Thailand_VKTS_46	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2012	SRR1562520,SRR1564698,SRR1565041	Thailand_VKTS_46	WSEA	77.48	True	Analysis_set	False
Thailand_VKTS_52	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2013	SRR1564658,SRR1565102,SRR1568205	Thailand_VKTS_52	WSEA	77.72	True	Analysis_set	False
Thailand__VKBT_106	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	Thailand: Kanchanaburi	Thailand	15.0	99.0	2013	SRR1562959,SRR1564686,SRR1565089	Thailand__VKBT_106	WSEA	78.32	True	Analysis_set	False
VVX00848	1157-PV-MULTI-PRICE	Sabah	Malaysia: Sabah	Malaysia	6.0	117.0	2014	ERR2299528	VVX00848	MSEA	89.88	True	Analysis_set	False
VVX00853	1157-PV-MULTI-PRICE	Sabah	Malaysia: Sabah	Malaysia	6.0	117.0	2014	ERR2299529	VVX00853	MSEA	88.54	False	Unverified_metadata	False
VVX00855	1157-PV-MULTI-PRICE	Sabah	Malaysia: Sabah	Malaysia	6.0	117.0	2014	ERR2299530	VVX00855	MSEA	56.25	True	Analysis_set	False
VVX00857	1157-PV-MULTI-PRICE	Sabah	Malaysia: Sabah	Malaysia	6.0	117.0	2014	ERR2299531	VVX00857	MSEA	89.13	True	Analysis_set	False
VVX00863	1157-PV-MULTI-PRICE	Batu	Ethiopia: Oromia	Ethiopia	7.933617	38.723728	2012	ERR2299532	VVX00863	AF	71.44	True	Analysis_set	False
VVX00864	1157-PV-MULTI-PRICE	Batu	Ethiopia: Oromia	Ethiopia	7.933617	38.723728	2013	ERR2299533	VVX00864,VVX00897	AF	25.37	False	Lower_covered_duplicate	False
VVX00869	1157-PV-MULTI-PRICE	Bishoftu	Ethiopia: Oromia	Ethiopia	8.743806	38.988692	2012	ERR2299534	VVX00869	AF	0.2	False	Less_than_50pc_callable	False
VVX00895	1157-PV-MULTI-PRICE	Bishoftu	Ethiopia: Oromia	Ethiopia	8.743806	38.988692	2013	ERR2299535	VVX00895	AF	0.07	False	Less_than_50pc_callable	False
VVX00897	1157-PV-MULTI-PRICE	Batu	Ethiopia: Oromia	Ethiopia	7.933617	38.723728	2013	ERR2299536	VVX00864,VVX00897	AF	81.37	True	Analysis_set	False
VVX00912	1157-PV-MULTI-PRICE	Bishoftu	Ethiopia: Oromia	Ethiopia	8.743806	38.988692	2013	ERR2299537	VVX00912	AF	1.14	False	Less_than_50pc_callable	False
VVX00943	1157-PV-MULTI-PRICE	Bishoftu	Ethiopia: Oromia	Ethiopia	8.743806	38.988692	2013	ERR2299538	VVX00943	AF	6.05	False	Less_than_50pc_callable	False
VVX00948	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299539	VVX00948	unassigned	9.58	False	Less_than_50pc_callable	False
VVX00949	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299540	VVX00949	unassigned	89.19	True	Unassigned_population	False
VVX00951	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299541	VVX00951	unassigned	0.8	False	Less_than_50pc_callable	False
VVX00953	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299542	VVX00953	unassigned	13.55	False	Less_than_50pc_callable	False
VVX00954	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299543	VVX00954	unassigned	0.0	False	Less_than_50pc_callable	False
VVX00955	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299544	VVX00955	unassigned	0.0	False	Less_than_50pc_callable	False
VVX00958	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299545	VVX00958	unassigned	16.72	False	Less_than_50pc_callable	False
VVX00959	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299546	VVX00959	unassigned	70.5	True	Unassigned_population	False
VVX00960	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299547	VVX00960	unassigned	84.68	True	Unassigned_population	False
VVX00961	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299548	VVX00961	unassigned	22.45	False	Less_than_50pc_callable	False
VVX00962	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299549	VVX00962	unassigned	0.08	False	Less_than_50pc_callable	False
VVX00963	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299550	VVX00963	unassigned	3.13	False	Less_than_50pc_callable	False
VVX00964	1157-PV-MULTI-PRICE	Kassala	Sudan: Kassala	Sudan	15.455278	36.418556	2015	ERR2299551	VVX00964	unassigned	74.27	True	Unassigned_population	False
VVX00969	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299552	VVX00969	LAM	0.0	False	Less_than_50pc_callable	False
VVX00971	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299553	VVX00971	LAM	0.08	False	Less_than_50pc_callable	False
VVX00972	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299554	VVX00972	LAM	0.0	False	Less_than_50pc_callable	False
VVX00973	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299555	VVX00973	LAM	0.05	False	Less_than_50pc_callable	False
VVX00974	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299556	VVX00974	LAM	0.02	False	Less_than_50pc_callable	False
VVX00975	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299557	VVX00975	LAM	74.67	True	Analysis_set	False
VVX00976	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299558	VVX00976	LAM	79.62	True	Analysis_set	False
VVX00977	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299559	VVX00977	LAM	0.17	False	Less_than_50pc_callable	False
VVX00978	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299560	VVX00978	LAM	5.82	False	Less_than_50pc_callable	False
VVX00979	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299561	VVX00979	LAM	0.03	False	Less_than_50pc_callable	False
VVX00980	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299562	VVX00980	LAM	0.17	False	Less_than_50pc_callable	False
VVX00981	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299563	VVX00981	LAM	3.94	False	Less_than_50pc_callable	False
VVX00982	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299564	VVX00982	LAM	0.0	False	Less_than_50pc_callable	False
VVX00983	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299565	VVX00983	LAM	0.06	False	Less_than_50pc_callable	False
VVX00984	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299581	VVX00984	LAM	18.49	False	Less_than_50pc_callable	False
VVX00986	1157-PV-MULTI-PRICE	Santa Cecilia	Colombia: Risaralda	Colombia	5.3	-76.2167	2016	ERR2299582	VVX00986	LAM	75.73	True	Analysis_set	False
VVX00987	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299583	VVX00987	LAM	0.6	False	Less_than_50pc_callable	False
VVX00988	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299584	VVX00988	LAM	0.08	False	Less_than_50pc_callable	False
VVX00989	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299585	VVX00989	LAM	0.18	False	Less_than_50pc_callable	False
VVX00990	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299586	VVX00990	LAM	51.15	True	Analysis_set	False
VVX00991	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299587	VVX00991	LAM	37.54	False	Less_than_50pc_callable	False
VVX00992	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299588	VVX00992	LAM	0.3	False	Less_than_50pc_callable	False
VVX00993	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299589	VVX00993	LAM	0.08	False	Less_than_50pc_callable	False
VVX00994	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299590	VVX00994	LAM	26.88	False	Less_than_50pc_callable	False
VVX00995	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299591	VVX00995	LAM	0.08	False	Less_than_50pc_callable	False
VVX00996	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299592	VVX00996	LAM	15.5	False	Less_than_50pc_callable	False
VVX00997	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299593	VVX00997	LAM	17.45	False	Less_than_50pc_callable	False
VVX00998	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299594	VVX00998	LAM	3.37	False	Less_than_50pc_callable	False
VVX00999	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299595	VVX00999	LAM	0.84	False	Less_than_50pc_callable	False
VVX01000	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299596	VVX01000	LAM	79.43	True	Analysis_set	False
VVX01001	1157-PV-MULTI-PRICE	Choco	Colombia: Choco	Colombia	6.3	-76.9	2016	ERR2299597	VVX01001	LAM	6.6	False	Less_than_50pc_callable	False
VVX01002	1157-PV-MULTI-PRICE	Pichimá	Colombia: Choco	Colombia	4.416	-77.35	2016	ERR2299598	VVX01002	LAM	0.07	False	Less_than_50pc_callable	False
VVX01008	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299599	VVX01008	ESEA	89.2	True	Analysis_set	False
VVX01012	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299600	VVX01012	ESEA	89.78	True	Analysis_set	False
VVX01019	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299601	VVX01019	ESEA	91.73	True	Analysis_set	False
VVX01021	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299602	VVX01021	ESEA	88.6	True	Analysis_set	False
VVX01023	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299603	VVX01023	ESEA	88.47	True	Analysis_set	False
VVX01024	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299604	VVX01024	ESEA	3.51	False	Less_than_50pc_callable	False
VVX01026	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299605	VVX01026,VVX12145	ESEA	89.21	True	Analysis_set	False
VVX01027	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299606	VVX01027	ESEA	0.09	False	Less_than_50pc_callable	False
VVX01028	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299607	VVX01028	ESEA	0.1	False	Less_than_50pc_callable	False
VVX01030	1157-PV-MULTI-PRICE	Krong Pa	Vietnam: Gia Lai	Vietnam	13.221819	108.682475	2015	ERR2299608	VVX01030	ESEA	90.49	True	Analysis_set	False
VVX01032	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2014	ERR2299609	VVX01032	ESEA	88.69	True	Analysis_set	False
VVX01035	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2014	ERR2299610	VVX01035	ESEA	88.27	True	Analysis_set	False
VVX01038	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2014	ERR2299611	VVX01038	ESEA	93.56	True	Analysis_set	False
VVX01040	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2014	ERR2299612	VVX01040	ESEA	89.34	True	Analysis_set	False
VVX01053	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2014	ERR2299613	VVX01053	ESEA	88.87	True	Analysis_set	False
VVX01054	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299614	VVX01054	ESEA	90.64	True	Analysis_set	False
VVX01055	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299615	VVX01055	ESEA	90.74	True	Analysis_set	False
VVX01056	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299616	VVX01056	ESEA	91.22	True	Analysis_set	False
VVX01057	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299617	VVX01057	ESEA	90.11	True	Analysis_set	False
VVX01058	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299618	VVX01058	ESEA	91.58	True	Analysis_set	False
VVX01065	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299619	VVX01065	ESEA	88.55	True	Analysis_set	False
VVX01067	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299620	VVX01067	ESEA	90.22	True	Analysis_set	False
VVX01069	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299621	VVX01069	ESEA	92.14	True	Analysis_set	False
VVX01071	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299622	VVX01071	ESEA	90.82	True	Analysis_set	False
VVX01077	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299623	VVX01077	ESEA	92.57	True	Analysis_set	False
VVX01078	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299624	VVX01078,VVX12129	ESEA	87.91	True	Analysis_set	False
VVX01082	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299625	VVX01082,VVX12133	ESEA	92.71	True	Analysis_set	False
VVX01084	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299626	VVX01084	ESEA	91.53	True	Analysis_set	False
VVX01087	1157-PV-MULTI-PRICE	Dak O	Vietnam: Binh Phuoc	Vietnam	12.047594	107.093178	2015	ERR2299627	VVX01087	ESEA	89.52	True	Analysis_set	False
VVX01101	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299628	VVX01101	ESEA	88.32	True	Analysis_set	False
VVX01103	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299629	VVX01103	ESEA	88.85	True	Analysis_set	False
VVX01107	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299630	VVX01107	ESEA	2.19	False	Less_than_50pc_callable	False
VVX01108	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299631	VVX01108	ESEA	87.73	True	Analysis_set	False
VVX01109	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299632	VVX01109	ESEA	85.65	True	Analysis_set	False
VVX01110	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299633	VVX01110	ESEA	86.54	True	Analysis_set	False
VVX01111	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299634	VVX01111	ESEA	64.5	True	Analysis_set	False
VVX01112	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299635	VVX01112	ESEA	16.15	False	Less_than_50pc_callable	False
VVX01113	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299636	VVX01113	ESEA	40.68	False	Less_than_50pc_callable	False
VVX01114	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299637	VVX01114	ESEA	0.55	False	Less_than_50pc_callable	False
VVX01125	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299638	VVX01125	ESEA	90.06	False	Unverified_metadata	False
VVX01126	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299639	VVX01126	ESEA	88.09	False	Unverified_metadata	False
VVX01127	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299640	VVX01127	ESEA	87.06	False	Unverified_metadata	False
VVX01130	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299641	VVX01130	ESEA	0.39	False	Less_than_50pc_callable	False
VVX01133	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299642	VVX01133	ESEA	89.8	True	Analysis_set	False
VVX01136	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299643	VVX01136	ESEA	64.17	True	Analysis_set	False
VVX01137	1157-PV-MULTI-PRICE	Binh Phuoc	Vietnam: Binh Phuoc	Vietnam	11.7184	106.832469	2015	ERR2299644	VVX01137	ESEA	87.9	True	Analysis_set	False
VVX01138	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2011	ERR2299645	VVX01138	OCE	74.69	True	Analysis_set	True
VVX01139	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR2299646	VVX01139	OCE	77.99	True	Analysis_set	True
VVX01140	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR2299647	VVX01140	OCE	40.7	False	Less_than_50pc_callable	True
VVX01141	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR2299648	VVX01141	OCE	6.57	False	Less_than_50pc_callable	True
VVX01142	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR2299649	VVX01142	OCE	89.39	True	Analysis_set	True
VVX01143	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR2299650	VVX01143	OCE	88.01	True	Analysis_set	True
VVX01145	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR2299651	VVX01145	OCE	86.93	True	Analysis_set	True
VVX01146	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2014	ERR2299652	VVX01146	OCE	84.48	True	Analysis_set	True
VVX01147	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2015	ERR2299653	VVX01147	OCE	87.65	True	Analysis_set	True
